id,Year,Name,Position,HeightFeet,HeightInches,Weight,Arms,Hands,FortyYD,TwentyYD,TenYD,TwentySS,ThreeCone,Vertical,Broad,Bench,Round,College,Pick,PickRound,PickTotal,FirstName,LastName,HeightInchesTotal,Wonderlic
14600,2014,George Atkinson,RB,6,1,218,0,0,4.48,0,0,4.46,7.07,38,121,19,0,Notre Dame,0,0,0,George,Atkinson,73,0
14654,2014,Tim Cornett,RB,6,0,209,0,0,4.48,0,0,4.26,7.01,34.5,125,0,0,UNLV,0,0,0,Tim,Cornett,72,0
14718,2014,Robert Herron,WR,5,9,193,0,0,4.48,0,0,4.27,6.84,35.5,125,18,0,Wyoming,0,0,0,Robert,Herron,69,0
14751,2014,T.J.  Jones,WR,6,0,188,0,0,4.48,0,0,4.27,6.82,33,119,0,0,Notre Dame,0,0,0,T.J. ,Jones,72,0
14764,2014,Nevin Lawson,CB,5,9,190,0,0,4.48,0,0,4.4,7.12,33,120,16,0,Utah St.,0,0,0,Nevin,Lawson,69,0
14819,2014,Kevin Norwood,WR,6,2,198,0,0,4.48,0,0,4.32,6.68,33,121,8,0,Alabama,0,0,0,Kevin,Norwood,74,0
14864,2014,Charles Sims,RB,6,0,214,0,0,4.48,0,0,4.3,7.16,37.5,126,17,0,West Virginia,0,0,0,Charles,Sims,72,0
9130,2013,Johnathan Franklin,RB,5,10,205,30,9.375,4.49,0,1.54,4.31,6.89,31.5,115,18,4,UCLA,28(125),28,125,Johnathan,Franklin,70,0
9252,2012,Asa Jackson,CB,5,10,191,0,0,4.49,0,0,4.03,6.97,34,118,19,5,N/A,34(169),34,169,Asa,Jackson,70,0
9446,2012,Bernard Pierce,RB,6,0,218,0,0,4.49,0,0,4.28,7.07,36,123,17,3,Temple,21(84),21,84,Bernard,Pierce,72,0
9456,2012,David Wilson,RB,5,10,206,30.25,9.375,4.49,0,0,4.12,7.09,41,132,0,1,Virginia Tech,32(32),32,32,David,Wilson,70,0
9478,2012,James Hanna,TE,6,4,252,33.125,9.875,4.49,0,0,4.11,6.76,36,122,24,6,Oklahoma,16(186),16,186,James,Hanna,76,0
9573,2011,Chykie Brown,CB,5,11,190,33.875,8.75,4.49,0,0,4,0,36.5,120,0,5,Texas,33(164),33,164,Chykie,Brown,71,0
9634,2011,Mark LeGree,FS,6,1,210,30.25,9.25,4.49,0,0,4.09,0,31,116,21,5,Appalachian State,25(156),25,156,Mark,LeGree,73,0
9775,2011,Shane Vereen,RB,5,10,210,30.625,9,4.49,0,0,4.28,0,34,115,31,2,California,24(56),24,56,Shane,Vereen,70,0
9804,2011,Jon Baldwin,WR,6,4,228,33.53,10.125,4.49,2.57,1.58,4.34,7.07,42,129,20,0,,,0,0,Jon,Baldwin,76,0
9872,2010,Chris Chancellor,CB,5,9,177,30.5,9.375,4.49,0,0,4.07,0,34,115,14,0,,,0,0,Chris,Chancellor,69,0
10056,2010,Montario Hardesty,RB,6,1,225,31,9.5,4.49,0,0,4.14,0,41,124,21,2,Tennessee,27(59),27,59,Montario,Hardesty,73,25
10119,2010,Kevin Jurovich,WR,5,11,182,30.5,9.5,4.49,0,0,0,0,0,0,14,0,,,0,0,Kevin,Jurovich,71,0
10134,2010,Blair White,WR,6,2,209,31.5,9.25,4.49,0,0,4.03,6.69,33.5,115,18,0,,,0,0,Blair,White,74,0
10160,2009,Bruce Johnson,CB,5,10,170,0,0,4.49,0,0,4.05,0,34.5,125,6,0,,,0,0,Bruce,Johnson,70,0
10170,2009,Don Carey,CB,5,11,192,0,0,4.49,0,0,0,0,0,0,18,6,Norfolk State,4(177),4,177,Don,Carey,71,0
10231,2009,Rashad Johnson,FS,5,11,203,0,0,4.49,0,0,4.23,0,37,120,15,3,Alabama,31(95),31,95,Rashad,Johnson,71,0
10248,2009,Gerald McRath,ILB,6,3,231,0,0,4.49,0,0,4.35,0,34,123,19,4,Southern Miss,30(130),30,130,Gerald,McRath,75,0
10370,2009,Patrick Chung,SS,5,11,212,0,0,4.49,0,0,0,0,34,119,25,2,Oregon,2(34),2,34,Patrick,Chung,71,0
10379,2009,Jared Cook,TE,6,5,246,0,0,4.49,0,0,0,0,41,123,23,3,South Carolina,25(89),25,89,Jared,Cook,77,0
10392,2009,Kenny Britt,WR,6,3,218,34,9,4.49,2.62,1.56,4.47,0,37,124,23,1,Rutgers,30(30),30,30,Kenny,Britt,75,0
10405,2009,Taurus Johnson,WR,6,1,206,31.75,9.625,4.49,0,0,4.24,7.37,35.5,121,18,0,,,0,0,Taurus,Johnson,73,0
10406,2009,Aaron Kelly,WR,6,5,204,32.75,9.5,4.49,0,0,4.45,7.25,38,119,11,0,,,0,0,Aaron,Kelly,77,0
10432,2009,Lydell Sargeant,CB,5,9,190,0,0,4.49,0,0,4.21,0,35,117,15,0,,,0,0,Lydell,Sargeant,69,0
10657,2008,Dorien Bryant,WR,5,10,174,0,0,4.49,0,0,4.24,0,0,119,0,0,,,0,0,Dorien,Bryant,70,0
10669,2008,Paul Hubbard,WR,6,3,221,0,0,4.49,0,0,0,0,29.5,126,0,6,Wisconsin,25(191),25,191,Paul,Hubbard,75,0
10778,2007,Chinedum Ndukwe,FS,6,2,206,0,0,4.49,0,0,0,0,37.5,0,15,7,Notre Dame,43(253),43,253,Chinedum,Ndukwe,74,0
10888,2007,Alonzo Coleman,RB,5,10,207,0,0,4.49,0,0,0,0,0,120,27,0,,,0,0,Alonzo,Coleman,70,0
10938,2007,Aaron Fairooz,WR,6,6,209,0,0,4.49,0,0,4.27,0,36,125,0,0,,,0,0,Aaron,Fairooz,78,0
11183,2006,DeAngelo Williams,RB,5,9,214,0,0,4.49,0,0,0,0,35.5,0,25,1,Memphis,27(27),27,27,DeAngelo,Williams,69,0
11221,2006,Jeremy Bloom,WR,5,9,173,0,0,4.49,0,0,0,0,0,0,0,5,Colorado,14(147),14,147,Jeremy,Bloom,69,0
11249,2006,Delanie Walker,WR,6,1,240,0,0,4.49,0,0,0,0,36.5,118,0,6,Central Missouri State,6(175),6,175,Delanie,Walker,73,0
11264,2005,Antonio Perkins,CB,5,11,190,0,0,4.49,0,0,4.07,0,40,126,10,4,Oklahoma,2(103),2,103,Antonio,Perkins,71,0
11462,2005,DeAndra Cobb,RB,5,10,196,0,0,4.49,0,0,4.26,0,34,118,17,6,Michigan State,27(201),27,201,DeAndra,Cobb,70,0
11509,2005,Airese Currie,WR,5,11,186,0,0,4.49,0,0,4.07,0,38,125,0,5,Clemson,4(140),4,140,Airese,Currie,71,0
11552,2004,Dexter Wynn,CB,5,9,175,0,0,4.49,0,0,3.9,0,39,123,13,6,Colorado State,27(192),27,192,Dexter,Wynn,69,0
11677,2004,Leon Joe,OLB,6,1,230,0,0,4.49,0,0,0,0,39,0,30,4,Maryland,16(112),16,112,Leon,Joe,73,0
11748,2004,Michael Turner,RB,5,11,237,0,0,4.49,0,0,4.21,0,31,114,22,5,Northern Illinois,22(154),22,154,Michael,Turner,71,0
11806,2004,Kendrick Starling,WR,6,1,193,0,0,4.49,0,0,3.88,0,31.5,119,0,0,,,0,0,Kendrick,Starling,73,0
11815,2004,Ricardo Colclough,CB,5,11,194,0,0,4.49,0,0,0,0,39.5,127,8,2,Tusculum,6(38),6,38,Ricardo,Colclough,71,0
11823,2003,Asante Samuel,CB,5,11,185,0,0,4.49,0,0,4.14,0,35.5,120,9,4,UCF,23(120),23,120,Asante,Samuel,71,0
11826,2003,Charles Tillman,CB,6,1,207,0,0,4.49,0,0,3.89,0,40,131,12,2,Louisiana-Lafayette,3(35),3,35,Charles,Tillman,73,0
11827,2003,DeJuan Groce,CB,5,10,192,0,0,4.49,0,0,4,0,36,118,18,4,Nebraska,10(107),10,107,DeJuan,Groce,70,0
12015,2003,Sultan McCullough,RB,6,1,202,0,0,4.49,0,0,0,0,0,0,27,0,,,0,0,Sultan,McCullough,73,0
12066,2003,Adrian Madise,WR,6,1,215,0,0,4.49,0,0,4.26,0,32,119,0,5,TCU,23(158),23,158,Adrian,Madise,73,0
12095,2002,Quentin Jammer,CB,6,1,204,0,0,4.49,0,0,0,0,36,124,18,1,Texas,5(5),5,5,Quentin,Jammer,73,0
12291,2002,Wesly Mallard,SS,6,2,221,0,0,4.49,0,0,4.07,0,41,122,22,6,Oregon,16(188),16,188,Wesly,Mallard,74,0
12340,2002,Antwaan Randle El,WR,5,10,191,0,0,4.49,0,0,0,0,0,0,0,2,Indiana,30(62),30,62,Antwaan,Randle,70,17
12342,2002,Jake Schifino,WR,6,1,200,0,0,4.49,2.57,1.58,0,0,0,0,0,5,Akron,16(151),16,151,Jake,Schifino,73,0
12344,2002,Ryan Tolhurst,WR,5,11,196,0,0,4.49,2.66,1.63,3.88,6.65,38,123,0,0,,,0,0,Ryan,Tolhurst,71,0
12488,2001,Sedrick Hodge,OLB,6,4,244,0,0,4.49,0,0,4.09,0,32,120,21,3,North Carolina,8(70),8,70,Sedrick,Hodge,76,0
12590,2001,Cedric James,WR,6,2.25,204,0,0,4.49,0,0,0,0,43,134,0,4,TCU,36(131),36,131,Cedric,James,74.25,0
12822,2000,Matt Bowen,SS,6,1,201,0,0,4.49,0,0,4.09,0,33,115,12,6,Iowa,32(198),32,198,Matt,Bowen,73,0
12880,1999,Charles Fisher,CB,6,1,182,0,0,4.49,0,0,4.16,0,38,124,10,2,West Virginia,2(33),2,33,Charles,Fisher,73,0
12894,1999,Jason Bray,CB,5,10,185,0,0,4.49,0,0,4.35,0,33,113,0,0,,,0,0,Jason,Bray,70,0
13143,1999,Marlon Barnes,RB,5,10,211,0,0,4.49,0,0,4.32,0,35.5,120,18,0,,,0,0,Marlon,Barnes,70,0
13161,1999,DeMond Parker,RB,5,10,189,0,0,4.49,0,0,4.16,0,41.5,120,13,5,Oklahoma,26(159),26,159,DeMond,Parker,70,0
13165,1999,Brian Shay,RB,5,8,213,0,0,4.49,0,0,4.22,0,0,0,17,0,,,0,0,Brian,Shay,68,0
13246,1999,Brandon Stokley,WR,6,1,197,0,0,4.49,0,0,4.01,0,35.5,118,0,4,Louisiana-Lafayette,10(105),10,105,Brandon,Stokley,73,0
14633,2014,Deone Bucannon,SS,6,1,211,0,0,4.49,0,0,4.26,6.96,36.5,125,19,0,Washington St.,0,0,0,Deone,Bucannon,73,0
14693,2014,Kyle Fuller,CB,6,0,190,0,0,4.49,0,0,4.19,6.9,38.5,128,12,0,Virginia Tech,0,0,0,Kyle,Fuller,72,0
14695,2014,Tyler Gaffney,RB,5,11,220,0,0,4.49,0,0,4.18,6.78,36.5,116,0,0,Stanford,0,0,0,Tyler,Gaffney,71,0
14698,2014,Jeremy Gallon,WR,5,7,185,0,0,4.49,0,0,0,0,0,0,15,0,Michigan,0,0,0,Jeremy,Gallon,67,0
14727,2014,Marqueston Huff,FS,5,11,196,0,0,4.49,0,0,4.19,7.26,35.5,118,15,0,Wyoming,0,0,0,Marqueston,Huff,71,0
14854,2014,Bishop Sankey,RB,5,9,209,0,0,4.49,0,0,4,6.75,35.5,126,26,0,Washington,0,0,0,Bishop,Sankey,69,0
9129,2013,Michael Ford,RB,5,9,210,30.375,9,4.5,0,1.51,4.25,6.87,38.5,130,25,0,,,0,0,Michael,Ford,69,0
9157,2013,Johnathan Cyprien,SS,6,0,217,31.75,10.25,4.5,2.65,1.52,4.44,7.01,38.5,119,18,2,Florida International,1(33),1,33,Johnathan,Cyprien,72,0
9174,2013,Chris Gragg,TE,6,3,244,33.625,9,4.5,0,1.53,4.51,7.08,37.5,125,18,7,Arkansas,16(222),16,222,Chris,Gragg,75,0
9192,2013,Tyrone Goard,WR,6,7,205,34,8.75,4.5,0,1.53,4.39,6.9,36,123,10,0,,,0,0,Tyrone,Goard,79,0
9246,2013,Tyrann Mathieu,CB,5,9,186,31.125,9.375,4.5,0,1.51,4.14,6.87,34,117,4,3,LSU,7(69),7,69,Tyrann,Mathieu,69,0
9313,2012,Christian Thompson,FS,6,0,211,0,0,4.5,0,0,4.13,7.33,31,122,18,4,South Carolina State,35(130),35,130,Christian,Thompson,72,0
9356,2012,Zach Brown,OLB,6,1,244,33.25,9.5,4.5,0,0,0,0,33,116,0,2,North Carolina,20(52),20,52,Zach,Brown,73,0
9363,2012,Bruce Irvin,OLB,6,2,245,33.375,9.625,4.5,0,1.55,4.03,6.7,33,123,23,1,West Virginia,15(15),15,15,Bruce,Irvin,74,0
9453,2012,Robert Turbin,RB,5,10,222,31,9.75,4.5,0,0,4.31,7.16,36,122,28,4,Utah State,11(106),11,106,Robert,Turbin,70,0
9492,2012,Danny Coale,WR,6,0,201,30.625,9.125,4.5,0,0,4.15,6.69,35,115,12,5,Virginia Tech,17(152),17,152,Danny,Coale,72,0
9519,2012,DeVier Posey,WR,6,2,211,31.625,9.625,4.5,0,1.45,4.15,7.03,36,123,14,3,Ohio State,5(68),5,68,DeVier,Posey,74,0
9553,2012,Morris Claiborne,CB,5,11,188,33.25,8.5,4.5,0,0,4.12,7.01,34,118,0,1,LSU,6(6),6,6,Morris,Claiborne,71,4
9565,2011,Brandon Burton,CB,6,1,190,31.5,8.5,4.5,0,0,4.07,0,32,118,18,5,Utah,8(139),8,139,Brandon,Burton,73,0
9568,2011,Brandyn Thompson,CB,5,9,189,29.75,9,4.5,0,0,4.12,0,33.5,114,13,7,Boise State,10(213),10,213,Brandyn,Thompson,69,0
9574,2011,Cortez Allen,CB,6,1,197,32.25,8.625,4.5,0,0,4.01,0,35.5,129,18,4,Citadel,31(128),31,128,Cortez,Allen,73,0
9776,2011,Johnny White,RB,5,10,209,30,9.125,4.5,0,0,4.31,0,32.5,117,0,5,North Carolina,2(133),2,133,Johnny,White,70,0
9779,2011,DeJon Gomes,SS,6,1,208,31.375,9.625,4.5,0,0,0,0,31,110,13,5,Nebraska,15(146),15,146,DeJon,Gomes,73,0
9786,2011,David Sims,SS,5,9,200,31,8.75,4.5,0,0,4.28,0,37.5,120,24,0,,,0,0,David,Sims,69,0
9805,2011,Armon Binns,WR,6,3,209,32.5,9.5,4.5,2.55,1.55,4.31,6.86,31.5,118,13,0,,,0,0,Armon,Binns,75,0
9808,2011,Stephen Burton,WR,6,1,221,32,9.125,4.5,0,0,4.31,7.04,34.5,117,19,7,West Texas A&M,33(236),33,236,Stephen,Burton,73,0
9834,2011,Jock Sanders,WR,5,6,181,28.25,8.875,4.5,0,0,4.13,6.78,34.5,121,19,0,,,0,0,Jock,Sanders,66,0
9836,2011,Cecil Shorts,WR,6,1,205,31.625,9.25,4.5,0,0,4.07,6.5,34.5,114,21,4,Mount Union,17(114),17,114,Cecil,Shorts,73,0
9842,2011,Jimmy Young,WR,6,1,204,31.375,9,4.5,0,0,4.18,7.08,37,115,19,0,,,0,0,Jimmy,Young,73,0
9926,2010,Nate Allen,FS,6,1,207,31,9.375,4.5,0,0,0,0,0,0,16,2,South Florida,5(37),5,37,Nate,Allen,73,0
10031,2010,Jarrett Brown,QB,6,3,224,34.875,10,4.5,0,0,4.39,0,34.5,114,0,0,,,0,0,Jarrett,Brown,75,0
10055,2010,Toby Gerhart,RB,6,1,231,32,9.625,4.5,0,0,4.25,0,38,118,22,2,Stanford,19(51),19,51,Toby,Gerhart,73,0
10069,2010,James Starks,RB,6,2,218,33.75,9.5,4.5,0,0,4.23,0,36,119,15,6,Buffalo,24(193),24,193,James,Starks,74,0
10105,2010,Chris Bell,WR,6,2,211,32.25,9.125,4.5,0,0,4.35,6.76,35,117,15,0,,,0,0,Chris,Bell,74,0
10139,2010,Stephen Williams,WR,6,5,210,33.25,9.125,4.5,2.52,1.48,4.11,6.81,36.5,125,15,0,,,0,0,Stephen,Williams,77,0
10146,2010,Jerome Murphy,CB,6,1,196,32.25,9,4.5,0,0,4.05,0,38,127,16,3,South Florida,1(65),1,65,Jerome,Murphy,73,0
10148,2010,Joshua Moore,CB,5,11,188,31.75,9.125,4.5,0,0,4.07,0,36.5,122,2,5,Kansas State,10(141),10,141,Joshua,Moore,71,0
10168,2009,DeAngelo Smith,CB,5,11,194,0,0,4.5,0,0,4.35,0,31.5,109,17,5,Cincinnati,7(143),7,143,DeAngelo,Smith,71,0
10169,2009,Domonique Johnson,CB,6,2,198,0,0,4.5,0,0,4.3,0,32,116,7,0,,,0,0,Domonique,Johnson,74,0
10236,2009,Glover Quin,FS,5,11,204,0,0,4.5,0,0,4.43,0,38,119,22,4,New Mexico,12(112),12,112,Glover,Quin,71,0
10239,2009,Brandon Underwood,FS,6,1,198,0,0,4.5,0,0,4.2,0,36.5,125,16,6,Cincinnati,14(187),14,187,Brandon,Underwood,73,0
10287,2009,Jonathan Casillas,OLB,6,1,228,0,0,4.5,0,0,0,0,0,0,24,0,,,0,0,Jonathan,Casillas,73,0
10349,2009,Glen Coffee,RB,6,1,209,0,0,4.5,0,0,4.51,0,36,121,24,3,Alabama,10(74),10,74,Glen,Coffee,73,0
10359,2009,Marlon Lucky,RB,6,1,216,0,0,4.5,0,0,0,0,33.5,114,18,0,,,0,0,Marlon,Lucky,73,0
10360,2009,Knowshon Moreno,RB,5,11,217,0,0,4.5,0,0,4.27,0,35.5,115,25,1,Georgia,12(12),12,12,Knowshon,Moreno,71,0
10375,2009,Jamarca Sanford,SS,5,10,214,0,0,4.5,0,0,4.2,0,33.5,116,29,7,Mississippi,22(231),22,231,Jamarca,Sanford,70,0
10397,2009,Quan Cosby,WR,5,9,196,30.25,9.25,4.5,0,0,4.47,7.28,0,0,0,0,,,0,0,Quan,Cosby,69,0
10425,2009,Donald Washington,CB,6,1,197,0,0,4.5,0,0,4.2,0,45,135,9,4,Ohio State,2(102),2,102,Donald,Washington,73,0
10434,2009,Morgan Trent,CB,6,1,193,0,0,4.5,0,0,4.01,0,38,127,23,6,Michigan,6(179),6,179,Morgan,Trent,73,0
10437,2009,Sean Smith,CB,6,4,214,0,0,4.5,0,0,4.15,0,34,119,10,2,Utah,29(61),29,61,Sean,Smith,76,0
10497,2008,Thomas DeCoud,FS,6,2,207,0,0,4.5,0,0,4.27,0,35.5,122,0,3,California,35(98),35,98,Thomas,DeCoud,74,0
10502,2008,DaJuan Morgan,FS,6,1,205,0,0,4.5,0,0,4.41,0,33,119,21,3,North Carolina State,19(82),19,82,DaJuan,Morgan,73,0
10672,2008,Jaymar Johnson,WR,5,11,177,0,0,4.5,0,0,4.18,0,32,118,14,6,Jackson State,27(193),27,193,Jaymar,Johnson,71,0
10901,2007,Kolby Smith,RB,5,11,220,0,0,4.5,0,0,4.34,0,38,114,18,5,Louisville,11(148),11,148,Kolby,Smith,71,0
10902,2007,Ramonce Taylor,RB,5,10,195,0,0,4.5,0,0,4.23,0,34,125,0,0,,,0,0,Ramonce,Taylor,70,0
10937,2007,Chris Davis,WR,5,10,181,0,0,4.5,0,0,4.14,0,35.5,115,0,4,Florida State,29(128),29,128,Chris,Davis,70,0
10948,2007,Jacoby Jones,WR,6,3,210,0,7.5,4.5,2.66,1.65,4.31,7.03,34,129,0,3,Lane,9(73),9,73,Jacoby,Jones,75,0
10963,2007,Courtney Taylor,WR,6,2,204,32.125,9.75,4.5,2.59,1.53,4.28,7.22,36,122,0,6,Auburn,23(197),23,197,Courtney,Taylor,74,0
10992,2006,Derrick Martin,CB,5,10,202,0,0,4.5,0,0,3.97,0,40,127,17,6,Wyoming,39(208),39,208,Derrick,Martin,70,0
11096,2006,Jon Alston,OLB,6,1,223,0,0,4.5,0,0,4.13,0,40,132,30,3,Stanford,13(77),13,77,Jon,Alston,73,0
11113,2006,Ernie Sims,OLB,5,11,231,0,0,4.5,0,0,4.23,0,41,125,25,1,Florida State,9(9),9,9,Ernie,Sims,71,0
11169,2006,Quinton Ganther,RB,5,10,218,0,0,4.5,0,0,0,0,35,119,29,7,Utah,38(246),38,246,Quinton,Ganther,70,0
11219,2006,Hank Baskett,WR,6,3,224,0,0,4.5,0,0,4.22,0,35,119,0,0,,,0,0,Hank,Baskett,75,0
11224,2006,Marques Colston,WR,6,5,224,33.375,9.625,4.5,2.65,1.6,4.44,6.96,37,123,0,7,Hofstra,44(252),44,252,Marques,Colston,77,0
11265,2005,Antrel Rolle,CB,6,0,198,0,0,4.5,0,0,0,0,0,0,15,1,Miami (FL),8(8),8,8,Antrel,Rolle,72,0
11270,2005,Cedrick Williams,CB,5,10,168,0,0,4.5,0,0,4.22,0,35,121,13,0,,,0,0,Cedrick,Williams,70,0
11281,2005,Jerron Wishom,CB,6,1,193,0,0,4.5,0,0,4.07,0,38,118,18,0,,,0,0,Jerron,Wishom,73,0
11340,2005,Sean Considine,FS,6,1,212,0,0,4.5,0,0,3.93,0,37,117,19,4,Iowa,1(102),1,102,Sean,Considine,73,0
11356,2005,Robert McCune,ILB,6,1,245,0,0,4.5,0,0,0,0,0,0,34,5,Louisville,18(154),18,154,Robert,McCune,73,0
11463,2005,Anthony Davis,RB,5,7,200,0,0,4.5,0,0,0,0,38,121,18,7,Wisconsin,29(243),29,243,Anthony,Davis,67,0
11469,2005,Ray Hudson,RB,5,10,192,0,0,4.5,0,0,0,0,0,0,15,0,,,0,0,Ray,Hudson,70,0
11516,2005,Chris Henry,WR,6,4,197,0,0,4.5,0,0,0,0,0,0,0,3,West Virginia,19(83),19,83,Chris,Henry,76,0
11520,2005,Chase Lyman,WR,6,3,217,0,0,4.5,2.64,1.56,0,0,36.5,115,16,4,California,17(118),17,118,Chase,Lyman,75,0
11548,2004,Bruce Thornton,CB,5,11,197,0,0,4.5,0,0,0,0,37.5,122,0,4,Georgia,25(121),25,121,Bruce,Thornton,71,0
11549,2004,Chris Thompson,CB,6,1,189,0,0,4.5,0,0,4.14,0,35,117,12,5,Nicholls State,18(150),18,150,Chris,Thompson,73,0
11550,2004,Curtis DeLoatch,CB,6,3,214,0,0,4.5,0,0,4.42,0,35.5,120,10,0,,,0,0,Curtis,DeLoatch,75,0
11554,2004,Jabari Greer,CB,5,10,178,0,0,4.5,0,0,0,0,36.5,126,7,0,,,0,0,Jabari,Greer,70,0
11619,2004,Rashad Baker,FS,5,11,204,0,0,4.5,0,0,4.15,0,36,117,21,0,,,0,0,Rashad,Baker,71,0
11630,2004,Madieu Williams,FS,6,1,190,0,0,4.5,0,0,0,0,0,125,18,2,Maryland,24(56),24,56,Madieu,Williams,73,0
11668,2004,Michael Boulware,OLB,6,2,225,0,0,4.5,0,0,3.96,0,0,0,0,2,Florida State,21(53),21,53,Michael,Boulware,74,0
11747,2004,Fred Russell,RB,5,7,195,0,0,4.5,0,0,4.32,0,34,121,21,0,,,0,0,Fred,Russell,67,0
12010,2003,Earnest Graham,RB,5,9,225,0,0,4.5,0,0,0,0,0,0,22,0,,,0,0,Earnest,Graham,69,0
12283,2002,Marques Anderson,SS,5,11,213,0,0,4.5,0,0,0,0,39.5,127,18,3,UCLA,27(92),27,92,Marques,Anderson,71,0
12293,2002,Jon McGraw,SS,6,3,208,0,0,4.5,0,0,3.92,0,39.5,126,13,2,Kansas State,25(57),25,57,Jon,McGraw,75,0
12431,2001,Corey Hall,FS,6,4,198,0,0,4.5,0,0,0,0,36.5,127,14,7,Appalachian State,15(215),15,215,Corey,Hall,76,0
12433,2001,Michael Jameson,FS,6,1,186,0,0,4.5,0,0,4.2,0,34.5,118,9,6,Texas A&M,2(165),2,165,Michael,Jameson,73,0
12589,2001,Margin Hooks,WR,5,11,191,0,0,4.5,0,0,4.18,0,36,116,0,0,,,0,0,Margin,Hooks,71,0
12616,2001,Willie Middlebrooks,CB,6,2,200,0,0,4.5,0,0,0,0,0,0,17,1,Minnesota,24(24),24,24,Willie,Middlebrooks,74,0
12634,2000,Lewis Sanders,CB,6,1,202,0,0,4.5,0,0,0,0,37,116,10,4,Maryland,1(95),1,95,Lewis,Sanders,73,0
12635,2000,Lloyd Harrison,CB,5,10,190,0,0,4.5,0,0,4.25,0,37.5,119,16,3,North Carolina State,2(64),2,64,Lloyd,Harrison,70,0
12641,2000,Robert Bean,CB,5,11,178,0,0,4.5,0,0,4.2,0,34.5,122,0,5,Mississippi State,4(133),4,133,Robert,Bean,71,0
12643,2000,Tony Scott,CB,5,10,193,0,0,4.5,0,0,4.24,0,34,115,11,6,North Carolina State,13(179),13,179,Tony,Scott,70,0
12695,2000,Arturo Freeman,FS,6,1,188,0,0,4.5,0,0,4.38,0,35.5,124,14,5,South Carolina,23(152),23,152,Arturo,Freeman,73,0
12804,2000,Thomas Hamner,RB,6,1,197,0,0,4.5,0,0,4.07,0,32,125,17,6,Minnesota,5(171),5,171,Thomas,Hamner,73,0
12806,2000,Ronney Jenkins,RB,5,11,184,0,0,4.5,0,0,0,0,0,118,18,0,,,0,0,Ronney,Jenkins,71,0
12813,2000,Chad Morton,RB,5,8,182,0,0,4.5,0,0,0,0,36,121,18,5,USC,37(166),37,166,Chad,Morton,68,0
12814,2000,Travis Prentice,RB,6,1,225,0,0,4.5,0,0,4.4,0,37,115,23,3,Miami (OH),1(63),1,63,Travis,Prentice,73,0
12824,2000,Tyrone Carter,SS,5,8,190,0,0,4.5,0,0,4.19,0,41,121,16,4,Minnesota,24(118),24,118,Tyrone,Carter,68,0
12826,2000,Deon Grant,SS,6,2,209,0,0,4.5,0,0,0,0,0,0,15,2,Tennessee,26(57),26,57,Deon,Grant,74,0
12855,2000,Windrell Hayes,WR,5,11,204,0,0,4.5,0,0,4.18,0,0,0,0,5,USC,14(143),14,143,Windrell,Hayes,71,0
12890,1999,Fernando Bryant,CB,5,10,183,0,0,4.5,0,0,4.06,0,35.5,115,0,1,Alabama,26(26),26,26,Fernando,Bryant,70,0
12982,1999,Gana Joseph,FS,6,1,212,0,0,4.5,0,0,4.32,0,32,109,17,0,,,0,0,Gana,Joseph,73,0
13213,1999,Eddie Conti,WR,5,8,173,0,0,4.5,0,0,4.04,0,36,120,0,0,,,0,0,Eddie,Conti,68,0
13214,1999,Jermaine Copeland,WR,6,2,201,0,0,4.5,0,0,4.28,0,36,117,0,0,,,0,0,Jermaine,Copeland,74,0
13230,1999,Wane McGarity,WR,5,8,194,0,0,4.5,0,0,4.36,0,33,114,0,4,Texas,23(118),23,118,Wane,McGarity,68,0
13244,1999,Creig Spann,WR,6,1,191,0,0,4.5,0,0,3.86,0,36.5,117,0,0,,,0,0,Creig,Spann,73,0
14592,2014,Jared Abbrederis,WR,6,1,195,0,0,4.5,0,0,4.08,6.8,30.5,117,4,0,Wisconsin,0,0,0,Jared,Abbrederis,73,0
14652,2014,Damian Copeland,WR,5,11,184,0,0,4.5,0,0,3.9,6.53,40,120,12,0,Louisville,0,0,0,Damian,Copeland,71,0
14710,2014,Andre Hal,CB,5,10,188,0,0,4.5,0,0,4.27,7.14,35.5,119,15,0,Vanderbilt,0,0,0,Andre,Hal,70,0
14715,2014,Matt Hazel,WR,6,1,198,0,0,4.5,0,0,4.2,7.08,36.5,118,15,0,Coastal Carolina,0,0,0,Matt,Hazel,73,0
14767,2014,A.C. Leonard,TE,6,2,252,0,0,4.5,0,0,0,0,34,128,20,0,Tennessee St.,0,0,0,A.C.,Leonard,74,0
14790,2014,Tre Mason,RB,5,8,207,0,0,4.5,0,0,4.15,0,38.5,126,0,0,Auburn,0,0,0,Tre,Mason,68,0
14888,2014,De'Anthony Thomas,RB,5,9,174,0,0,4.5,0,0,0,0,32,124,8,0,Oregon,0,0,0,De'Anthony,Thomas,69,0
9212,2013,Rodney Smith,WR,6,4,225,34.75,10.375,4.51,0,1.55,4.07,7.03,34.5,120,0,0,,,0,0,Rodney,Smith,76,0
9220,2013,Marquess Wilson,WR,6,3,194,31.125,9.25,4.51,0,1.51,4.33,6.65,34.5,122,7,7,Washington State,30(236),30,236,Marquess,Wilson,75,0
9221,2013,Robert Woods,WR,6,0,201,31,9.25,4.51,0,0,4.47,7.15,33.5,117,14,2,USC,9(41),9,41,Robert,Woods,72,0
